ID,Gender,Age,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Qualitative,Condition,StimGender,Resp,RespType,Question
R_3Oj3EliSLv8hohm,female,23,English,Never,Occasionally,None,Yes,Yes,No,I thought that the other sounds sounded a bit too harsh,KheuKhya,Male,Second,Khya,sweet
R_3Oj3EliSLv8hohm,female,23,English,Never,Occasionally,None,Yes,Yes,No,I thought that the other sounds sounded a bit too harsh,KheuKhya,Female,Second,Khya,sweet
R_3PaEzQrahwB0HHG,female,31,English,Never,Rarely,None,No,Maybe,Yes,I think I chose the sound that was softer vs having a harder or more staccato sound. ,KheuKhya,Female,Second,Khya,sweet
R_3PaEzQrahwB0HHG,female,31,English,Never,Rarely,None,No,Maybe,Yes,I think I chose the sound that was softer vs having a harder or more staccato sound. ,KhyaKheu,Male,First,Khya,sweet
R_3qZGoqXcXRIcyYu,male,23,English,Never,Rarely,None,Maybe,Yes,Yes,Im not sure what made me decide a choice was sweet. Its just how I perceived the sound. Maybe it was the pitch of the sound,KhyaKheu,Female,First,Khya,sweet
R_3qZGoqXcXRIcyYu,male,23,English,Never,Rarely,None,Maybe,Yes,Yes,Im not sure what made me decide a choice was sweet. Its just how I perceived the sound. Maybe it was the pitch of the sound,KheuKhya,Male,Second,Khya,sweet
R_3VHrcRj9G1A9JZf,female,65,english ,Never,Never,None,No,No,No,no,KheuKhya,Female,Second,Khya,sweet
R_3VHrcRj9G1A9JZf,female,65,english ,Never,Never,None,No,No,No,no,KheuKhya,Male,Second,Khya,sweet
R_3wKePAQnwxDSeBj,female,54,ENGLISH,Never,Occasionally,None,No,Maybe,Maybe,ONE SOUND IS MILD COMPARED TO OTHER.,KheuKhya,Female,Second,Khya,sweet
R_3wKePAQnwxDSeBj,female,54,ENGLISH,Never,Occasionally,None,No,Maybe,Maybe,ONE SOUND IS MILD COMPARED TO OTHER.,KheuKhya,Male,First,Kheu,sweet
R_8B0BCps3BCEEGmB,male,29,English,Never,Regularly,None,Yes,Yes,No,"I think the softness, or how harsh the sound was affected my judgement.",KheuKhya,Female,Second,Khya,sweet
R_8B0BCps3BCEEGmB,male,29,English,Never,Regularly,None,Yes,Yes,No,"I think the softness, or how harsh the sound was affected my judgement.",KhyaKheu,Male,First,Khya,sweet
R_AdDSpV42zMsUMEN,female,47,English,Never,Occasionally,None,No,No,Yes,One version sounded more sarcastic than sweet but I cant quite say why.,KheuKhya,Male,First,Kheu,sweet
R_AdDSpV42zMsUMEN,female,47,English,Never,Occasionally,None,No,No,Yes,One version sounded more sarcastic than sweet but I cant quite say why.,KheuKhya,Female,Second,Khya,sweet
R_cLRyN4jlmJ6UMHT,female,34,English,Never,Rarely,None,No,No,No,"For me, I chose the sound that was more pleasant to my ears as the ""sweeter"" sound. I didn't notice much else.",KhyaKheu,Male,Second,Kheu,sweet
R_cLRyN4jlmJ6UMHT,female,34,English,Never,Rarely,None,No,No,No,"For me, I chose the sound that was more pleasant to my ears as the ""sweeter"" sound. I didn't notice much else.",KheuKhya,Female,First,Kheu,sweet
R_cupwdwd6FNFJHXz,male,28,ENGLISH,Short visit(s),Rarely,None,Yes,Yes,Maybe,IT'S VERY PLEASANT,KhyaKheu,Male,First,Khya,sweet
R_cupwdwd6FNFJHXz,male,28,ENGLISH,Short visit(s),Rarely,None,Yes,Yes,Maybe,IT'S VERY PLEASANT,KheuKhya,Female,First,Kheu,sweet
R_OpdYHTdykHDpQdz,female,29,English,Never,Never,None,No,No,No,I really have no idea. I just felt it!,KheuKhya,Male,First,Kheu,sweet
R_OpdYHTdykHDpQdz,female,29,English,Never,Never,None,No,No,No,I really have no idea. I just felt it!,KhyaKheu,Female,First,Khya,sweet
R_PthiJmXHvoVfi7f,female,57,English,Never,Rarely,None,No,Yes,No,I imagined the sounds to be a cat.,KhyaKheu,Male,First,Khya,sweet
R_PthiJmXHvoVfi7f,female,57,English,Never,Rarely,None,No,Yes,No,I imagined the sounds to be a cat.,KhyaKheu,Female,First,Khya,sweet
R_RmGhgJ0ZZD9qmid,female,54,ENGLISH,Never,Occasionally,None,No,Maybe,Maybe,ONE SOUND IS MILD COMPARED TO OTHER,KhyaKheu,Male,Second,Kheu,sweet
R_RmGhgJ0ZZD9qmid,female,54,ENGLISH,Never,Occasionally,None,No,Maybe,Maybe,ONE SOUND IS MILD COMPARED TO OTHER,KhyaKheu,Female,First,Khya,sweet
R_SBNiM7NKySuVLwd,male,21,English,Never,Never,None,No,Maybe,No,I chose whichever sound was softer of the two. ,KheuKhya,Female,First,Kheu,sweet
R_SBNiM7NKySuVLwd,male,21,English,Never,Never,None,No,Maybe,No,I chose whichever sound was softer of the two. ,KhyaKheu,Male,First,Khya,sweet
R_scxuHxsyIe8KwHD,male,49,"Polish, English",Never,Never,None,No,Yes,Yes,"It was just my personal preference and I thought it sounded clearer, thank you!",KhyaKheu,Female,Second,Kheu,sweet
R_scxuHxsyIe8KwHD,male,49,"Polish, English",Never,Never,None,No,Yes,Yes,"It was just my personal preference and I thought it sounded clearer, thank you!",KhyaKheu,Male,Second,Kheu,sweet
R_sRVUbRXp4B77vIB,female,48,"English, Hebrew",Never,Never,None,No,Yes,Yes,The second sound seemed kind of like an angry type of sound.,KhyaKheu,Male,First,Khya,sweet
R_sRVUbRXp4B77vIB,female,48,"English, Hebrew",Never,Never,None,No,Yes,Yes,The second sound seemed kind of like an angry type of sound.,KhyaKheu,Female,First,Khya,sweet
R_tEETVDhkBaJvBcd,male,30,English,Never,Rarely,None,No,Yes,Yes,I think I associate sweetness with the sound of opening a pop can which seemed similar to these sounds. A higher sort of pitch I think lends itself to sweetness.,KhyaKheu,Female,Second,Kheu,sweet
R_tEETVDhkBaJvBcd,male,30,English,Never,Rarely,None,No,Yes,Yes,I think I associate sweetness with the sound of opening a pop can which seemed similar to these sounds. A higher sort of pitch I think lends itself to sweetness.,KhyaKheu,Male,First,Khya,sweet
R_UAyhs6NR8Sz6eqt,other,33,english,Never,Occasionally,None,No,No,No,"I just picked the 'a' sounding one because neither sounded ""sweet"" to me. Like... what the hell even was this? What does something ""sweet"" even sound like?!",KhyaKheu,Male,First,Khya,sweet
R_UAyhs6NR8Sz6eqt,other,33,english,Never,Occasionally,None,No,No,No,"I just picked the 'a' sounding one because neither sounded ""sweet"" to me. Like... what the hell even was this? What does something ""sweet"" even sound like?!",KhyaKheu,Female,First,Khya,sweet
R_UFlO2oEcfZAz1tf,female,36,English,Never,Occasionally,None,Maybe,Maybe,Maybe,Its good and i like that                                                                                               ,KheuKhya,Female,Second,Khya,sweet
R_UFlO2oEcfZAz1tf,female,36,English,Never,Occasionally,None,Maybe,Maybe,Maybe,Its good and i like that                                                                                               ,KhyaKheu,Male,First,Khya,sweet
R_UfQwfCfJvawOcA9,male,33,English,Never,Rarely,None,No,Yes,Yes,I chose the sound that felt less harsh to me when I listened to it.,KhyaKheu,Male,Second,Kheu,sweet
R_UfQwfCfJvawOcA9,male,33,English,Never,Rarely,None,No,Yes,Yes,I chose the sound that felt less harsh to me when I listened to it.,KhyaKheu,Female,First,Khya,sweet
R_vlcugDKoyAM8Kkh,female,26,English,Never,Regularly,None,Yes,Yes,No,I just went with my gut on what sounded sweeter. ,KhyaKheu,Male,First,Khya,sweet
R_vlcugDKoyAM8Kkh,female,26,English,Never,Regularly,None,Yes,Yes,No,I just went with my gut on what sounded sweeter. ,KhyaKheu,Female,First,Khya,sweet
R_VO4EvpbRUrdfzqh,male,25,English,Never,Occasionally,None,No,No,No,Kept having a more peaceful tone towards the end identify as sweet if that makes any sense.,KhyaKheu,Male,First,Khya,sweet
R_VO4EvpbRUrdfzqh,male,25,English,Never,Occasionally,None,No,No,No,Kept having a more peaceful tone towards the end identify as sweet if that makes any sense.,KheuKhya,Female,First,Kheu,sweet
R_w6r0QqGjAifucAV,male,29,english,Short visit(s),Rarely,None,Maybe,Maybe,Maybe,make clear the voice,KheuKhya,Female,First,Kheu,sweet
R_w6r0QqGjAifucAV,male,29,english,Short visit(s),Rarely,None,Maybe,Maybe,Maybe,make clear the voice,KheuKhya,Male,First,Kheu,sweet
R_W8m4wsuh7vYjjDr,male,29,English,Never,Never,None,No,No,No,"I found the gutteral sounds to be unpleasant, so I chose the less gutteral option as the sweeter option",KhyaKheu,Male,First,Khya,sweet
R_W8m4wsuh7vYjjDr,male,29,English,Never,Never,None,No,No,No,"I found the gutteral sounds to be unpleasant, so I chose the less gutteral option as the sweeter option",KheuKhya,Female,Second,Khya,sweet
R_Wfb7YBk5SjklJ1T,female,49,English,Never,Rarely,None,Yes,Yes,No,I thought the higher sounds were sweeter.,KheuKhya,Male,First,Kheu,sweet
R_Wfb7YBk5SjklJ1T,female,49,English,Never,Rarely,None,Yes,Yes,No,I thought the higher sounds were sweeter.,KhyaKheu,Female,First,Khya,sweet
R_wOfXsnybJ0ut2aR,male,30,English,Never,Occasionally,None,No,Yes,Yes,The pitch of the sound. It's like the noise someone makes after a refreshing drink,KhyaKheu,Female,First,Khya,sweet
R_wOfXsnybJ0ut2aR,male,30,English,Never,Occasionally,None,No,Yes,Yes,The pitch of the sound. It's like the noise someone makes after a refreshing drink,KhyaKheu,Male,First,Khya,sweet
R_XiX1vuc88kyeJLr,male,21,English,Never,Never,None,Yes,Yes,Yes,I just picked the one that irritated me less.,KheuKhya,Female,Second,Khya,sweet
R_XiX1vuc88kyeJLr,male,21,English,Never,Never,None,Yes,Yes,Yes,I just picked the one that irritated me less.,KheuKhya,Male,Second,Khya,sweet
R_yJB7gMx3ugjplYt,male,25,eng,Never,Never,None,No,No,No,ty,KheuKhya,Female,Second,Khya,sweet
R_yJB7gMx3ugjplYt,male,25,eng,Never,Never,None,No,No,No,ty,KhyaKheu,Male,First,Khya,sweet
R_02sCiCDCydeNA2t,female,26,English,Never,Never,None,Yes,Yes,No,I think it's the yaaa sound at the end,KhyaKheu,Male,First,Khya,bitter
R_02sCiCDCydeNA2t,female,26,English,Never,Never,None,Yes,Yes,No,I think it's the yaaa sound at the end,KheuKhya,Female,Second,Khya,bitter
R_10r5pTLiLBJIJtq,male,44,English,Never,Occasionally,None,No,No,No,"In order: No, I mainly relied on just what ""sounded that way to me"", and no.",KhyaKheu,Male,Second,Kheu,bitter
R_10r5pTLiLBJIJtq,male,44,English,Never,Occasionally,None,No,No,No,"In order: No, I mainly relied on just what ""sounded that way to me"", and no.",KheuKhya,Female,First,Kheu,bitter
R_1Cg1a3LCpFjLKst,male,43,English,Never,Rarely,None,Maybe,Yes,Yes,"The first sound in both pairs reminded me of an explosion or an angry cat, both of which conjure negative feelings. The other sounds seemed less negative with a more round vowel sound.",KheuKhya,Male,First,Kheu,bitter
R_1Cg1a3LCpFjLKst,male,43,English,Never,Rarely,None,Maybe,Yes,Yes,"The first sound in both pairs reminded me of an explosion or an angry cat, both of which conjure negative feelings. The other sounds seemed less negative with a more round vowel sound.",KheuKhya,Female,First,Kheu,bitter
R_1cV8V3RPQHHGATY,female,27,ENGLISH,Never,Rarely,None,No,No,No,NO COMMENTS,KheuKhya,Male,Second,Khya,bitter
R_1cV8V3RPQHHGATY,female,27,ENGLISH,Never,Rarely,None,No,No,No,NO COMMENTS,KheuKhya,Female,Second,Khya,bitter
R_1DAuvM3Y4HxNQUm,female,62,English,Never,Rarely,None,No,No,No,I chose the one that sounded harsher to me.,KheuKhya,Male,Second,Khya,bitter
R_1DAuvM3Y4HxNQUm,female,62,English,Never,Rarely,None,No,No,No,I chose the one that sounded harsher to me.,KhyaKheu,Female,Second,Kheu,bitter
R_1DBvrJbWJFF1M9F,,NA,,,,,,,,,KheuKhya,Female,First,Kheu,bitter
R_1DBvrJbWJFF1M9F,,NA,,,,,,,,,KheuKhya,Male,Second,Khya,bitter
R_1f8hxf7vP8ef1T3,male,25,english,Never,Rarely,None,No,Maybe,No,"Neither of them really sounded bitter, more like mimicking a bitter-esque sound. I picked the one that sounded a little more realistic as a noise someone may make when exasperated.",KhyaKheu,Female,First,Khya,bitter
R_1f8hxf7vP8ef1T3,male,25,english,Never,Rarely,None,No,Maybe,No,"Neither of them really sounded bitter, more like mimicking a bitter-esque sound. I picked the one that sounded a little more realistic as a noise someone may make when exasperated.",KheuKhya,Male,Second,Khya,bitter
R_1H1v9SQHwTIR3LB,female,29,English,Never,Occasionally,None,No,Yes,Yes,the sounds and the pitch they were in,KhyaKheu,Female,Second,Kheu,bitter
R_1H1v9SQHwTIR3LB,female,29,English,Never,Occasionally,None,No,Yes,Yes,the sounds and the pitch they were in,KhyaKheu,Male,Second,Kheu,bitter
R_1hA0SIbiCcxUZQB,female,48,English,Never,Never,None,Yes,Yes,No,nothing influenced although some sounded more disdainful than others just making noise. ,KhyaKheu,Female,First,Khya,bitter
R_1hA0SIbiCcxUZQB,female,48,English,Never,Never,None,Yes,Yes,No,nothing influenced although some sounded more disdainful than others just making noise. ,KheuKhya,Male,Second,Khya,bitter
R_1IMdzMAF0vDsG1k,male,37,English,Never,Never,None,No,Yes,No,The one that sounded more aggressive to me sounded more bitter,KhyaKheu,Female,Second,Kheu,bitter
R_1IMdzMAF0vDsG1k,male,37,English,Never,Never,None,No,Yes,No,The one that sounded more aggressive to me sounded more bitter,KhyaKheu,Male,First,Khya,bitter
R_1jjkXrq3Ee1XQ6f,female,22,english,Never,Never,None,Yes,Yes,No,The second one in both sounded harsher,KhyaKheu,Female,Second,Kheu,bitter
R_1jjkXrq3Ee1XQ6f,female,22,english,Never,Never,None,Yes,Yes,No,The second one in both sounded harsher,KhyaKheu,Male,Second,Kheu,bitter
R_1K9JKkbjjxbLZfb,female,38,english,Never,Never,None,No,Yes,Maybe,"No, just a gut reaction.",KhyaKheu,Female,First,Khya,bitter
R_1K9JKkbjjxbLZfb,female,38,english,Never,Never,None,No,Yes,Maybe,"No, just a gut reaction.",KhyaKheu,Male,Second,Kheu,bitter
R_1KeGAFM3q9pDCg7,female,28,english,Short visit(s),Regularly,None,Maybe,Maybe,No,"yes, i listen to a bitter and the sound is very realistic.",KhyaKheu,Female,Second,Kheu,bitter
R_1KeGAFM3q9pDCg7,female,28,english,Short visit(s),Regularly,None,Maybe,Maybe,No,"yes, i listen to a bitter and the sound is very realistic.",KhyaKheu,Male,Second,Kheu,bitter
R_1mfqBWwOFhHKBoA,male,35,English,Never,Rarely,None,No,Yes,No,The sharpness of the tone,KhyaKheu,Female,First,Khya,bitter
R_1mfqBWwOFhHKBoA,male,35,English,Never,Rarely,None,No,Yes,No,The sharpness of the tone,KhyaKheu,Male,Second,Kheu,bitter
R_1MTj9KmK8xph3Rm,female,31,english,Never,Never,None,No,No,No,I think the more bitter sound was more irritating,KhyaKheu,Female,First,Khya,bitter
R_1MTj9KmK8xph3Rm,female,31,english,Never,Never,None,No,No,No,I think the more bitter sound was more irritating,KhyaKheu,Male,Second,Kheu,bitter
R_1OH4NiNPvFpTUiU,male,41,English,Never,Occasionally,None,No,Yes,No,The sounds that I chose as sounding more bitter sounded sharper and more involuntary than the other sounds.  The sounds that I did not choose were slightly longer and sounded more like sound effects than an emotional reaction.,KhyaKheu,Female,First,Khya,bitter
R_1OH4NiNPvFpTUiU,male,41,English,Never,Occasionally,None,No,Yes,No,The sounds that I chose as sounding more bitter sounded sharper and more involuntary than the other sounds.  The sounds that I did not choose were slightly longer and sounded more like sound effects than an emotional reaction.,KheuKhya,Male,First,Kheu,bitter
R_1onxHq7Lg6Q76Wl,female,29,English,Never,Never,None,No,No,No,The voice that sounded like it had more venom behind it sounded most bitter to me.,KhyaKheu,Female,Second,Kheu,bitter
R_1onxHq7Lg6Q76Wl,female,29,English,Never,Never,None,No,No,No,The voice that sounded like it had more venom behind it sounded most bitter to me.,KheuKhya,Male,First,Kheu,bitter
R_1op60ClchyfzOzF,female,68,English,Never,Don't know,None,No,Yes,No,The words I picked had somewhat of a 'hiss' to them. At least I thought so.,KhyaKheu,Male,Second,Kheu,bitter
R_1op60ClchyfzOzF,female,68,English,Never,Don't know,None,No,Yes,No,The words I picked had somewhat of a 'hiss' to them. At least I thought so.,KheuKhya,Female,First,Kheu,bitter
R_1OQgbLfSoATTDbw,male,29,English,Never,Rarely,None,Yes,Yes,Yes,good,KhyaKheu,Female,First,Khya,bitter
R_1OQgbLfSoATTDbw,male,29,English,Never,Rarely,None,Yes,Yes,Yes,good,KhyaKheu,Male,First,Khya,bitter
R_20Vg3z7EyvUBjyK,male,21,English,Never,Rarely,None,Yes,Yes,Yes,I chose mostly based on how the sounds made me feel. I believe the sounds came from females.,KheuKhya,Female,First,Kheu,bitter
R_20Vg3z7EyvUBjyK,male,21,English,Never,Rarely,None,Yes,Yes,Yes,I chose mostly based on how the sounds made me feel. I believe the sounds came from females.,KhyaKheu,Male,Second,Kheu,bitter
R_22K2uE47iSn9zWq,female,35,English,Never,Never,None,No,Yes,No,"I felt that the question was strange and did not know what to think. After I listened to the files, I imagined the sound came from a type of soda/club soda beverage with a lime/grapefruit type of taste.  The harsher the sound was the more that I was inclined to say that it was ""bitter"" while imagining how a bitter beverage would taste like. / I understand that my reasoning may not make any sense. This is the best way that I was able to explain how I made my decisions in this study.",KhyaKheu,Male,Second,Kheu,bitter
R_22K2uE47iSn9zWq,female,35,English,Never,Never,None,No,Yes,No,"I felt that the question was strange and did not know what to think. After I listened to the files, I imagined the sound came from a type of soda/club soda beverage with a lime/grapefruit type of taste.  The harsher the sound was the more that I was inclined to say that it was ""bitter"" while imagining how a bitter beverage would taste like. / I understand that my reasoning may not make any sense. This is the best way that I was able to explain how I made my decisions in this study.",KhyaKheu,Female,First,Khya,bitter
R_22P8Me4RqHMXvzy,female,34,English,Never,Rarely,None,Maybe,Yes,Yes,The scoffing sound was harder in the ones I thought sounded more bitter,KhyaKheu,Male,Second,Kheu,bitter
R_22P8Me4RqHMXvzy,female,34,English,Never,Rarely,None,Maybe,Yes,Yes,The scoffing sound was harder in the ones I thought sounded more bitter,KheuKhya,Female,Second,Khya,bitter
R_245yTrbGLkjuedQ,male,27,english,Lived 0-5 years,Regularly,Advanced,Maybe,Maybe,No,nothing,KhyaKheu,Male,First,Khya,bitter
R_245yTrbGLkjuedQ,male,27,english,Lived 0-5 years,Regularly,Advanced,Maybe,Maybe,No,nothing,KhyaKheu,Female,Second,Kheu,bitter
R_271KTGyqRMdfLS4,male,29,English,Short visit(s),Regularly,Advanced,No,Maybe,Maybe," we did discover the meaning, it would <d0> we suspect <d0> in any case be ... They are those we most highly value and will, from the perspective of our deaths, regret ... All these quietly soul-destroying aspects of single life, love promises to correct. ...... In the Middle Ages, Catholicism had the odd-sounding idea that every",KheuKhya,Female,First,Kheu,bitter
R_271KTGyqRMdfLS4,male,29,English,Short visit(s),Regularly,Advanced,No,Maybe,Maybe," we did discover the meaning, it would <d0> we suspect <d0> in any case be ... They are those we most highly value and will, from the perspective of our deaths, regret ... All these quietly soul-destroying aspects of single life, love promises to correct. ...... In the Middle Ages, Catholicism had the odd-sounding idea that every",KheuKhya,Male,Second,Khya,bitter
R_28BzSvjorVVHW5Q,female,31,English,Never,Never,None,No,No,No,The ones I chose just sounded like they had more malice,KhyaKheu,Male,Second,Kheu,bitter
R_28BzSvjorVVHW5Q,female,31,English,Never,Never,None,No,No,No,The ones I chose just sounded like they had more malice,KheuKhya,Female,Second,Khya,bitter
R_28NVMT3R9k2fbwR,male,27,English,Never,Occasionally,None,No,Yes,Yes,How exasperated the voice sounded.,KheuKhya,Female,Second,Khya,bitter
R_28NVMT3R9k2fbwR,male,27,English,Never,Occasionally,None,No,Yes,Yes,How exasperated the voice sounded.,KhyaKheu,Male,First,Khya,bitter
R_29czOxY7J7ZnP5f,male,27,English,Lived 5+ years,Occasionally,Native-like,No,Yes,Yes,By the shh at the end / ,KheuKhya,Female,First,Kheu,bitter
R_29czOxY7J7ZnP5f,male,27,English,Lived 5+ years,Occasionally,Native-like,No,Yes,Yes,By the shh at the end / ,KhyaKheu,Male,Second,Kheu,bitter
R_2AHyHOXGHI8TuEj,male,26,English,Never,Never,None,No,Yes,Maybe,both sounds i chose i chose because they sounded like the sound someone makes when they drink something bitter. There was a lack of instructions.,KheuKhya,Male,Second,Khya,bitter
R_2AHyHOXGHI8TuEj,male,26,English,Never,Never,None,No,Yes,Maybe,both sounds i chose i chose because they sounded like the sound someone makes when they drink something bitter. There was a lack of instructions.,KheuKhya,Female,Second,Khya,bitter
R_2aP6At54Fl27Zug,male,24,English,Never,Don't know,None,No,Maybe,Maybe,What sound a black woman would say after I told you not to. um hmm ...  snap,KhyaKheu,Female,First,Khya,bitter
R_2aP6At54Fl27Zug,male,24,English,Never,Don't know,None,No,Maybe,Maybe,What sound a black woman would say after I told you not to. um hmm ...  snap,KhyaKheu,Male,First,Khya,bitter
R_2axBI3dffiicyZR,male,33,English,Never,Never,None,No,No,No,I went with my instinct and chose what I thought were the most unfriendly sounds.,KhyaKheu,Male,Second,Kheu,bitter
R_2axBI3dffiicyZR,male,33,English,Never,Never,None,No,No,No,I went with my instinct and chose what I thought were the most unfriendly sounds.,KheuKhya,Female,First,Kheu,bitter
R_2bTboatTnMWfHvF,male,25,English,Short visit(s),Regularly,None,Yes,Yes,Yes,it was good.,KheuKhya,Female,First,Kheu,bitter
R_2bTboatTnMWfHvF,male,25,English,Short visit(s),Regularly,None,Yes,Yes,Yes,it was good.,KheuKhya,Male,Second,Khya,bitter
R_2CP6wkteYx5Jwmi,female,64,English only,Never,Occasionally,None,No,No,No,"The only difference I heard in what sounded ""bitter"" to me was a slight ""eeen"" sound that may or may not have been intentional. Otherwise, the sound was soft, in my opinion.",KheuKhya,Male,First,Kheu,bitter
R_2CP6wkteYx5Jwmi,female,64,English only,Never,Occasionally,None,No,No,No,"The only difference I heard in what sounded ""bitter"" to me was a slight ""eeen"" sound that may or may not have been intentional. Otherwise, the sound was soft, in my opinion.",KheuKhya,Female,First,Kheu,bitter
R_2CqSCwNcX10ZTQ7,female,19,English,Never,Rarely,None,No,Yes,No,"I think the longer and sharper the sound was, the more bitter it seemed to me.",KheuKhya,Female,Second,Khya,bitter
R_2CqSCwNcX10ZTQ7,female,19,English,Never,Rarely,None,No,Yes,No,"I think the longer and sharper the sound was, the more bitter it seemed to me.",KhyaKheu,Male,First,Khya,bitter
R_2Cv5kSETjZz4pqS,female,50,English,Never,Never,None,No,Yes,Yes,"I chose the sound that I thought I might make if I unexpectedly encountered a bitter taste, a sound of shock. ",KhyaKheu,Female,First,Khya,bitter
R_2Cv5kSETjZz4pqS,female,50,English,Never,Never,None,No,Yes,Yes,"I chose the sound that I thought I might make if I unexpectedly encountered a bitter taste, a sound of shock. ",KhyaKheu,Male,First,Khya,bitter
R_2Cx4oJRQwL5Z2gK,female,27,English,Never,Rarely,None,No,Yes,Yes,I just listened and visualized the situation where someone is hurting and the sound they are likely to produce.,KheuKhya,Male,First,Kheu,bitter
R_2Cx4oJRQwL5Z2gK,female,27,English,Never,Rarely,None,No,Yes,Yes,I just listened and visualized the situation where someone is hurting and the sound they are likely to produce.,KhyaKheu,Female,Second,Kheu,bitter
R_2Cxp3T1Fv51dxka,male,24,English,Never,Occasionally,None,Yes,Yes,Yes,Whichever sounds sounded more intense to me sounded more bitter,KheuKhya,Female,Second,Khya,bitter
R_2Cxp3T1Fv51dxka,male,24,English,Never,Occasionally,None,Yes,Yes,Yes,Whichever sounds sounded more intense to me sounded more bitter,KheuKhya,Male,Second,Khya,bitter
R_2dYECzwvoZT6rkF,male,26,English,Never,Rarely,None,No,No,No,I really can't put into words why I found one more bitter than the other. I did notice that one version just seemed to be a pitched up version of the other.,KheuKhya,Female,First,Kheu,bitter
R_2dYECzwvoZT6rkF,male,26,English,Never,Rarely,None,No,No,No,I really can't put into words why I found one more bitter than the other. I did notice that one version just seemed to be a pitched up version of the other.,KheuKhya,Male,First,Kheu,bitter
R_2dyhbozkNsW7FnD,male,22,English,Never,Rarely,None,No,Yes,No,just more annoying i guess,KheuKhya,Female,Second,Khya,bitter
R_2dyhbozkNsW7FnD,male,22,English,Never,Rarely,None,No,Yes,No,just more annoying i guess,KhyaKheu,Male,Second,Kheu,bitter
R_2EsFaBmTDQwzdc3,female,29,"English, Chinese",Never,Rarely,None,No,Yes,Maybe,the bitter one sounds more miserable,KheuKhya,Male,Second,Khya,bitter
R_2EsFaBmTDQwzdc3,female,29,"English, Chinese",Never,Rarely,None,No,Yes,Maybe,the bitter one sounds more miserable,KhyaKheu,Female,Second,Kheu,bitter
R_2fow3MqIcwtCg25,male,36,English,Never,Rarely,None,No,Yes,Yes,no idea,KhyaKheu,Male,First,Khya,bitter
R_2fow3MqIcwtCg25,male,36,English,Never,Rarely,None,No,Yes,Yes,no idea,KheuKhya,Female,Second,Khya,bitter
R_2Ph51x83kczFfK3,male,31,English,Never,Never,None,No,Yes,Yes,"I just used my intuition, and didn't try to rationalize the decision too much.",KheuKhya,Male,First,Kheu,bitter
R_2Ph51x83kczFfK3,male,31,English,Never,Never,None,No,Yes,Yes,"I just used my intuition, and didn't try to rationalize the decision too much.",KhyaKheu,Female,Second,Kheu,bitter
R_2rBMBQCF5Jj1v7n,male,45,english,Never,Never,None,No,Yes,Yes,How long the sound dragged out for.,KhyaKheu,Male,Second,Kheu,bitter
R_2rBMBQCF5Jj1v7n,male,45,english,Never,Never,None,No,Yes,Yes,How long the sound dragged out for.,KhyaKheu,Female,Second,Kheu,bitter
R_2Sl7KfW752ETQyV,female,28,"English, Spanish",Never,Never,None,No,No,No,I was looking out for sarcasm and what that sounds like. I was looking out for aggressiveness as an indicator of bitterness as opposed to amusement. I was also thinking that higher pitched noises indicated less bitterness probably. ,KheuKhya,Female,First,Kheu,bitter
R_2Sl7KfW752ETQyV,female,28,"English, Spanish",Never,Never,None,No,No,No,I was looking out for sarcasm and what that sounds like. I was looking out for aggressiveness as an indicator of bitterness as opposed to amusement. I was also thinking that higher pitched noises indicated less bitterness probably. ,KheuKhya,Male,Second,Khya,bitter
R_2SquaQG6cVUV9M0,male,32,english,Lived 0-5 years,Occasionally,Intermediate,No,Yes,Maybe,the sound is very clearly heared,KhyaKheu,Female,Second,Kheu,bitter
R_2SquaQG6cVUV9M0,male,32,english,Lived 0-5 years,Occasionally,Intermediate,No,Yes,Maybe,the sound is very clearly heared,KheuKhya,Male,Second,Khya,bitter
R_2U3FS7rkNfUdRiv,male,27,English,Never,Never,Intermediate,Yes,Yes,Yes,I chose the ones that sound more softer.,KheuKhya,Female,First,Kheu,bitter
R_2U3FS7rkNfUdRiv,male,27,English,Never,Never,Intermediate,Yes,Yes,Yes,I chose the ones that sound more softer.,KheuKhya,Male,First,Kheu,bitter
R_2V4ShEKzVRmFbsn,female,28,ENGLISH,Never,Don't know,None,No,No,Maybe,THE SOUND IS HEARD LOUDLY,KhyaKheu,Female,First,Khya,bitter
R_2V4ShEKzVRmFbsn,female,28,ENGLISH,Never,Don't know,None,No,No,Maybe,THE SOUND IS HEARD LOUDLY,KheuKhya,Male,First,Kheu,bitter
R_2VywbfRyt6VsOCU,female,31,english,Never,Never,None,Yes,Yes,No,its really the way it was pronounced. it's hard for me to put it into words,KhyaKheu,Male,First,Khya,bitter
R_2VywbfRyt6VsOCU,female,31,english,Never,Never,None,Yes,Yes,No,its really the way it was pronounced. it's hard for me to put it into words,KheuKhya,Female,First,Kheu,bitter
R_2Ww2v5HFrb8tJRN,female,30,English,Never,Never,None,No,No,No,"I think it was the one that sounded ""harsher"" was the one that sounded more bitter.",KheuKhya,Female,First,Kheu,bitter
R_2Ww2v5HFrb8tJRN,female,30,English,Never,Never,None,No,No,No,"I think it was the one that sounded ""harsher"" was the one that sounded more bitter.",KhyaKheu,Male,First,Khya,bitter
