ID,Gender,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Qualitative,Condition,StimGender,Resp,RespType,Question
R_2wKYf9yxDvzJKjr,female,English,Never,Occasionally,None,No,No,No,To me the softer sounds were lower.  The sounds were similar to me except for that.,KheuKhya,Female,Second,Khya,soft
R_2wKYf9yxDvzJKjr,female,English,Never,Occasionally,None,No,No,No,To me the softer sounds were lower.  The sounds were similar to me except for that.,KheuKhya,Male,First,Kheu,soft
R_2XmQAcYdxRVlBTQ,female,English,Never,Rarely,None,No,Yes,No,I think it may be the difference in low vs high pitch that made me perceive the sounds as softer or louder.,KhyaKheu,Male,Second,Kheu,soft
R_2XmQAcYdxRVlBTQ,female,English,Never,Rarely,None,No,Yes,No,I think it may be the difference in low vs high pitch that made me perceive the sounds as softer or louder.,KhyaKheu,Female,Second,Kheu,soft
R_2yfPBP65OUHjq7h,male,English,Never,Rarely,None,No,Yes,Yes,,KheuKhya,Male,Second,Khya,soft
R_2yfPBP65OUHjq7h,male,English,Never,Rarely,None,No,Yes,Yes,,KheuKhya,Female,Second,Khya,soft
R_2zYXKpmN1RFrOeu,male,english,Never,Never,None,No,Yes,No,na,KheuKhya,Female,Second,Khya,soft
R_2zYXKpmN1RFrOeu,male,english,Never,Never,None,No,Yes,No,na,KheuKhya,Male,First,Kheu,soft
R_2zZam1FDWUNSgSr,male,English,Never,Don't know,None,No,No,No,The sounds that I distinguished as being softer sounded more 'airy' or 'light' and more like a breathing sound.,KheuKhya,Female,Second,Khya,soft
R_2zZam1FDWUNSgSr,male,English,Never,Don't know,None,No,No,No,The sounds that I distinguished as being softer sounded more 'airy' or 'light' and more like a breathing sound.,KhyaKheu,Male,First,Khya,soft
R_3DhxXni4My6ywi4,female,english,Never,Never,None,No,No,No,,KhyaKheu,Female,First,Khya,soft
R_3DhxXni4My6ywi4,female,english,Never,Never,None,No,No,No,,KheuKhya,Male,First,Kheu,soft
R_3EMU04ZDysfvVNO,male,English,Never,Occasionally,Novice,No,Maybe,No,,KheuKhya,Female,Second,Khya,soft
R_3EMU04ZDysfvVNO,male,English,Never,Occasionally,Novice,No,Maybe,No,,KhyaKheu,Male,First,Khya,soft
R_3fB5o6Loy9f3Sb5,male,English,Never,Occasionally,None,No,Yes,No,"I think that sharp notes influenced my decision. On the second one for instance sound 1 made me flinch a little, so I picked the second sound as being softer.",KhyaKheu,Male,First,Khya,soft
R_3fB5o6Loy9f3Sb5,male,English,Never,Occasionally,None,No,Yes,No,"I think that sharp notes influenced my decision. On the second one for instance sound 1 made me flinch a little, so I picked the second sound as being softer.",KheuKhya,Female,Second,Khya,soft
R_3HvRCUVZJMPCj9h,female,English,Never,Rarely,None,No,No,No,"I don't know. ""Sh"" sounds are softer than ""K"" sounds of course, and the first ones in each pair had more of that mixed in. Also, the second in each pair just had the initial hard sound pronounced louder and more explosively.",KhyaKheu,Male,First,Khya,soft
R_3HvRCUVZJMPCj9h,female,English,Never,Rarely,None,No,No,No,"I don't know. ""Sh"" sounds are softer than ""K"" sounds of course, and the first ones in each pair had more of that mixed in. Also, the second in each pair just had the initial hard sound pronounced louder and more explosively.",KhyaKheu,Female,First,Khya,soft
R_3I6jYGWK93LnJiH,,,,,,,,,,KhyaKheu,Female,First,Khya,soft
R_3I6jYGWK93LnJiH,,,,,,,,,,KhyaKheu,Male,Second,Kheu,soft
R_3Iqb2BG0TxqlfTH,female,English,Never,Never,None,No,No,Maybe,I think I relied on the harshness of the first sound to judge the softness of the overall sound.,KheuKhya,Female,Second,Khya,soft
R_3Iqb2BG0TxqlfTH,female,English,Never,Never,None,No,No,Maybe,I think I relied on the harshness of the first sound to judge the softness of the overall sound.,KheuKhya,Male,First,Kheu,soft
R_3kbO5p7El6VvLl6,male,English,Never,Never,None,Yes,Yes,Maybe,"All files sounded of great quality, no other comments really. ",KhyaKheu,Female,First,Khya,soft
R_3kbO5p7El6VvLl6,male,English,Never,Never,None,Yes,Yes,Maybe,"All files sounded of great quality, no other comments really. ",KheuKhya,Male,Second,Khya,soft
R_3kcTiM72FQCJi8h,male,english,Never,Occasionally,None,No,No,Maybe,No,KhyaKheu,Female,First,Khya,soft
R_3kcTiM72FQCJi8h,male,english,Never,Occasionally,None,No,No,Maybe,No,KheuKhya,Male,First,Kheu,soft
R_3kiAQjQ16Imj1Q4,male,English,Never,Occasionally,None,No,Yes,No,,KhyaKheu,Male,First,Khya,soft
R_3kiAQjQ16Imj1Q4,male,English,Never,Occasionally,None,No,Yes,No,,KhyaKheu,Female,First,Khya,soft
R_3NEcMAsX9W9WVrG,male,english,Never,Never,None,No,Yes,No,i just thought of which one sounded sounded softer to me personally ,KhyaKheu,Male,First,Khya,soft
R_3NEcMAsX9W9WVrG,male,english,Never,Never,None,No,Yes,No,i just thought of which one sounded sounded softer to me personally ,KheuKhya,Female,Second,Khya,soft
R_3nMesyFnd9t1gdy,male,English,Never,Never,None,No,No,No,One of each pair sounded quite a bit harsher then the other.  ,KheuKhya,Female,Second,Khya,soft
R_3nMesyFnd9t1gdy,male,English,Never,Never,None,No,No,No,One of each pair sounded quite a bit harsher then the other.  ,KhyaKheu,Male,Second,Kheu,soft
R_3nuvRiMkxH42cGh,female,"Vietnamese, English",Never,Occasionally,None,No,Yes,Yes,I chose a particular sound soft if it wasn't harsh on the ears. ,KheuKhya,Male,First,Kheu,soft
R_3nuvRiMkxH42cGh,female,"Vietnamese, English",Never,Occasionally,None,No,Yes,Yes,I chose a particular sound soft if it wasn't harsh on the ears. ,KhyaKheu,Female,First,Khya,soft
R_3P7TtwX1Es2gRBj,female,english,Never,Never,None,No,Yes,No,The sound that wasn't as startling is what I chose as softest.,KheuKhya,Male,Second,Khya,soft
R_3P7TtwX1Es2gRBj,female,english,Never,Never,None,No,Yes,No,The sound that wasn't as startling is what I chose as softest.,KhyaKheu,Female,First,Khya,soft
R_3r0z10bJIblRoEg,female,English,Never,Occasionally,None,Maybe,Yes,No,"A softer one was one that sound less harsh. The one without the loud ""ka"" sound.",KhyaKheu,Female,First,Khya,soft
R_3r0z10bJIblRoEg,female,English,Never,Occasionally,None,Maybe,Yes,No,"A softer one was one that sound less harsh. The one without the loud ""ka"" sound.",KheuKhya,Male,Second,Khya,soft
R_3R8uRr2ikwoSmIo,female,English,Never,Never,None,No,Maybe,No,"If it didn't make as much noise, I chose it to be softer.",KheuKhya,Female,Second,Khya,soft
R_3R8uRr2ikwoSmIo,female,English,Never,Never,None,No,Maybe,No,"If it didn't make as much noise, I chose it to be softer.",KheuKhya,Male,First,Kheu,soft
R_6FpYez1EkRlLADn,female,english,Never,Rarely,None,No,No,No,What influenced my judgment the most was the sharpness of the sounds and how loud they were.,KheuKhya,Male,First,Kheu,soft
R_6FpYez1EkRlLADn,female,english,Never,Rarely,None,No,No,No,What influenced my judgment the most was the sharpness of the sounds and how loud they were.,KheuKhya,Female,Second,Khya,soft
R_AtxlaIc27hnA4lX,female,English,Never,Never,None,No,No,No,"The sounds I chose just seemed less harsh, softer.",KhyaKheu,Female,First,Khya,soft
R_AtxlaIc27hnA4lX,female,English,Never,Never,None,No,No,No,"The sounds I chose just seemed less harsh, softer.",KhyaKheu,Male,Second,Kheu,soft
R_C4w54aK6g4KfNHX,female,English,Never,Rarely,None,No,Maybe,Yes,,KhyaKheu,Female,Second,Kheu,soft
R_C4w54aK6g4KfNHX,female,English,Never,Rarely,None,No,Maybe,Yes,,KhyaKheu,Male,Second,Kheu,soft
R_eepJm6QL1igtwWJ,male,English,Never,Never,None,No,Maybe,No,none,KhyaKheu,Male,First,Khya,soft
R_eepJm6QL1igtwWJ,male,English,Never,Never,None,No,Maybe,No,none,KhyaKheu,Female,First,Khya,soft
R_eIIaZfkISlber7j,female,English,Never,Never,None,No,No,No,I think there was less force when it came to making the sound with the one I chose as softer. ,KheuKhya,Male,First,Kheu,soft
R_eIIaZfkISlber7j,female,English,Never,Never,None,No,No,No,I think there was less force when it came to making the sound with the one I chose as softer. ,KhyaKheu,Female,First,Khya,soft
R_eOQsU1zuJUZQvXr,female,English,Never,Occasionally,None,No,No,No,"It hard to articulate my thoughts about the sounds. I just selected the sound that was less sharp, more breathy.",KhyaKheu,Male,First,Khya,soft
R_eOQsU1zuJUZQvXr,female,English,Never,Occasionally,None,No,No,No,"It hard to articulate my thoughts about the sounds. I just selected the sound that was less sharp, more breathy.",KheuKhya,Female,Second,Khya,soft
R_OqVgpn3EzhdyleV,female,English,Never,Rarely,None,No,No,Maybe,"Whichever had the softest ""c"" sound is what I picked",KhyaKheu,Male,First,Khya,soft
R_OqVgpn3EzhdyleV,female,English,Never,Rarely,None,No,No,Maybe,"Whichever had the softest ""c"" sound is what I picked",KheuKhya,Female,Second,Khya,soft
R_s4EBQh5y8GzVFap,female,english,Never,Never,None,No,No,No,the beginning did  have a higher cut sound to it ,KheuKhya,Male,Second,Khya,soft
R_s4EBQh5y8GzVFap,female,english,Never,Never,None,No,No,No,the beginning did  have a higher cut sound to it ,KhyaKheu,Female,Second,Kheu,soft
R_UucIU79SKZWvaYp,male,English,Short visit(s),Rarely,None,Yes,Yes,Yes,no idea,KheuKhya,Male,First,Kheu,soft
R_UucIU79SKZWvaYp,male,English,Short visit(s),Rarely,None,Yes,Yes,Yes,no idea,KheuKhya,Female,Second,Khya,soft
R_wLj6OMo59KgJJ05,female,English,Never,Don't know,None,No,No,No,The sounds I chose as softer sounded softer because they had more of an aspiration after the initial sound.,KhyaKheu,Male,First,Khya,soft
R_wLj6OMo59KgJJ05,female,English,Never,Don't know,None,No,No,No,The sounds I chose as softer sounded softer because they had more of an aspiration after the initial sound.,KheuKhya,Female,Second,Khya,soft
R_Wp1gPftV34VpdiV,male,English,Never,Never,None,No,Yes,Yes,"It if grabbed my attention or sounded harsh, it was not as soft as the other. A soft sound should be subtle and less noticeable.",KheuKhya,Male,Second,Khya,soft
R_Wp1gPftV34VpdiV,male,English,Never,Never,None,No,Yes,Yes,"It if grabbed my attention or sounded harsh, it was not as soft as the other. A soft sound should be subtle and less noticeable.",KhyaKheu,Female,First,Khya,soft
R_xlMlvKzH0X7TRHX,male,english,Never,Occasionally,None,No,Maybe,Yes,Just the way the air escaped from the person.,KheuKhya,Female,Second,Khya,soft
R_xlMlvKzH0X7TRHX,male,english,Never,Occasionally,None,No,Maybe,Yes,Just the way the air escaped from the person.,KheuKhya,Male,First,Kheu,soft
